ua_word,en_word,part_of_speech,level
інохідь,amble,noun,C2
ігролад,gameplay,noun,C2
ідіотка,idiot,noun,C2
індійка,indian,noun,C2
інуїтка,inuit,noun,C2
ітербій,ytterbium,noun,C2
іудейка,judaist,noun,C2
їжаченя,hoglet,noun,C2
ґалаґан,firebrand,noun,C2
ґерлиґа,rare,noun,C2
ґиґнути,croak,verb,C2
ґирлиґа,shepherd,noun,C2
ґрунтик,diminutive,noun,C2
cьогоніч,tonight,adverb,C2
Індостан,hindustan,noun,C2
Інкерман,inkerman,noun,C2
Іркутськ,irkutsk,noun,C2
Авдіївка,avdiivka,noun,C2
Аерофлот,aeroflot,noun,C2
Акрополь,athenian,noun,C2
Альберта,alberta,noun,C2
Анатолія,anatolia,noun,C2
Анкоридж,anchorage,noun,C2
Антрацит,antratsyt,noun,C2
Арканзас,arkansas,noun,C2
Армянськ,armiansk,noun,C2
Асклепій,asclepius,noun,C2
Байконур,baikonur,noun,C2
Балаклія,balakliya,noun,C2
Барбадос,barbados,noun,C2
Баштанка,bashtanka,noun,C2
Берегове,berehove,noun,C2
Бенгалія,bengal,noun,C2
Березань,berezan,noun,C2
Берислав,beryslav,noun,C2
Близнюки,gemini,noun,C2
Бристоль,bristol,noun,C2
Білицьке,bilytske,noun,C2
Біляївка,biliaivka,noun,C2
В'єнтьян,vientiane,noun,C2
Вайтгорс,whitehorse,noun,C2
Вашківці,vashkivtsi,noun,C2
Вайомінг,wyoming,noun,C2
Вайомінґ,wyoming,noun,C2
Валлетта,valletta,noun,C2
Ватутіне,vatutine,noun,C2
Вербниця,palm,noun,C2
Веньчжоу,wenzhou,noun,C2
Веракрус,veracruz,noun,C2
Вергілій,virgil,noun,C2
Вероніка,veronica,noun,C2
Верґілій,virgil,noun,C2
Волощина,wallachia,noun,C2
Вугледар,vuhledar,noun,C2
Візантій,byzantium,noun,C2
Вікторія,victoria,noun,C2
Гайворон,haivoron,noun,C2
Габороне,gaborone,noun,C2
Гавіржов,hav,noun,C2
Гагаузія,gagauzia,noun,C2
Галіфакс,halifax,noun,C2
Гамерика,america,noun,C2
Гвадіана,guadiana,noun,C2
Гервасій,gervase,noun,C2
Гишпанія,spain,noun,C2
Гоґвортс,hogwarts,noun,C2
Голконда,golconda,noun,C2
Городище,horodyshche,noun,C2
Греччина,greece,noun,C2
Гребінка,hrebinka,noun,C2
Гуджарат,gujarat,noun,C2
Дворіччя,mesopotamia,noun,C2
Дебрецен,debrecen,noun,C2
Джакарта,jakarta,noun,C2
Джорджія,georgia,noun,C2
Добруджа,dobruja,noun,C2
Домініка,dominica,noun,C2
Дунаївці,dunaivtsi,noun,C2
Едмонтон,edmonton,noun,C2
Есватіні,eswatini,noun,C2
Жданівка,zhdanivka,noun,C2
Жемайтія,samogitia,noun,C2
Заліщики,zalishchyky,noun,C2
Заставна,zastavna,noun,C2
Зоринськ,zorynsk,noun,C2
Зореслав,inflection,noun,C2
Кам'янка,kamianka,noun,C2
Карлівка,karlivka,noun,C2
Кадіївка,kadiivka,noun,C2
Кампанія,campania,noun,C2
Кампучія,kampuchea,noun,C2
Катманду,kathmandu,noun,C2
Катовиці,katowice,noun,C2
Керкіра,corfu,noun,C2
Клівленд,cleveland,noun,C2
Комарно,komarno,noun,C2
Козинець,kazinets,noun,C2
Комотіні,komotini,noun,C2
Костанай,kostanay,noun,C2
Кострома,kostroma,noun,C2
Красилів,krasyliv,noun,C2
Кремінна,kreminna,noun,C2
Курахове,kurakhove,noun,C2
Куритиба,curitiba,noun,C2
Кінгстон,kingston,noun,C2
Кіровськ,kirovsk,noun,C2
Кірибаті,kiribati,noun,C2
Лангедок,languedoc,noun,C2
Липовець,lypovets,noun,C2
Лутугине,lutuhyne,noun,C2
Ліберець,liberec,noun,C2
Лілонгве,lilongwe,noun,C2
Мар'їнка,maryinka,noun,C2
Мальорка,majorca,noun,C2
Мельбурн,melbourne,noun,C2
Мериленд,maryland,noun,C2
Меріленд,maryland,noun,C2
Меркурій,mercury,noun,C2
Мукачево,mukachevo,noun,C2
Мунтенія,muntenia,noun,C2
Мішкольц,miskolc,noun,C2
Нагасакі,nagasaki,noun,C2
Надвірна,nadvirna,noun,C2
Небраска,nebraska,noun,C2
Нью-Делі,new,noun,A1
Нью-Йорк,new,noun,A1
Нюрнберг,nuremberg,noun,C2
Оломоуць,olomouc,noun,C2
Острава,ostrava,noun,C2
Оклагома,oklahoma,noun,C2
Оклахома,oklahoma,noun,C2
Оленівка,olenivka,noun,C2
Паннонія,pannonia,noun,C2
Портсмут,portsmouth,noun,C2
Порт-Луї,port,noun,C2
Посейдон,poseidon,noun,C2
Преторія,pretoria,noun,C2
Приштина,pristina,noun,C2
Привілля,pryvillia,noun,C2
Південне,pivdenne,noun,C2
Підгайці,pidhaitsi,noun,C2
Ренесанс,renaissance,noun,C2
Салехард,salekhard,noun,C2
Сан-Хосе,san,noun,C2
Саскатун,saskatoon,noun,C2
Селидове,selydove,noun,C2
Сен-П'єр,saint-pierre,noun,C2
Сингапур,singapore,noun,C2
Скорпіон,scorpio,noun,C2
Солсбері,salisbury,noun,C2
Сокиряни,sokyriany,noun,C2
Сорокине,sorokyne,noun,C2
Соснівка,sosnivka,noun,C2
Стрілець,sagittarius,noun,C2
Сіверськ,siversk,noun,C2
Сіньцзян,xinjiang,noun,C2
Таганріг,taganrog,noun,C2
Теннессі,tennessee,noun,C2
Теплодар,teplodar,noun,C2
Тернівка,ternivka,noun,C2
Тессалія,thessaly,noun,C2
Тольятті,tolyatti,noun,C2
Трипілля,trypillia,noun,C2
Тюрингія,thuringia,noun,C2
Українка,ukrainka,noun,C2
Фессалія,thessaly,noun,C2
Фландрія,flanders,noun,C2
Фунафуті,funafuti,noun,C2
Хелловін,halloween,noun,C2
Хмільник,khmilnyk,noun,C2
Цареград,constantinople,noun,C2
Черкеськ,cherkessk,noun,C2
Шаргород,sharhorod,noun,C2
Шебекіно,shebekino,noun,C2
Шрусбері,shrewsbury,noun,C2
Ямусукро,yamoussoukro,noun,C2
аверсний,obverse,adjective,C2
абатство,abbacy,noun,C2
абазинка,abaza,noun,C2
аболіція,abolition,noun,C2
абрикоса,apricot,noun,C2
абруптив,ejective,noun,C2
абсорбер,absorber,noun,C2
абстракт,abstract,noun,C2
абхазець,abkhaz,noun,C2
аванпорт,outport,noun,C2
аванпост,outpost,noun,C2
авантура,adventure,noun,C2
автограф,autograph,noun,C2
автопсія,autopsy,noun,C2
автошина,tyre,noun,C2
авіавдар,airstrike,noun,C2
авіакаса,airline,noun,C2
авіаклуб,aviation,noun,C2
авіамаяк,air,noun,C2
авіапарк,aircraft,noun,C2
авіаполк,air,noun,C2
авіапорт,airport,noun,C2
авіарейд,air,noun,C2
авіаудар,airstrike,noun,C2
авіфауна,avifauna,noun,C2
аденозин,adenosine,noun,C2
аерометр,aerometer,noun,C2
аеростат,balloon,noun,C2
азотемія,azotemia,noun,C2
активізм,activism,noun,C2
акулячий,shark,adjective,C2
алебарда,halberd,noun,C2
алфавіт,alphabet,noun,C2
альдегід,aldehyde,noun,C2
альфабет,alphabet,noun,C2
алігатор,alligator,noun,C2
аматорка,amateur,noun,C2
аменорея,amenorrhoea,noun,C2
америцій,americium,noun,C2
анаграма,anagram,noun,C2
анафорез,anaphoresis,noun,C2
антилопа,antelope,noun,C2
антрекот,entrec,noun,C2
апендикс,vermiform,noun,C2
аперитив,ap,noun,C2
аргонавт,argonaut,noun,C2
аркбутан,flying,noun,C2
арфістка,harpist,noun,C2
археофіт,archaeophyte,noun,C2
архітрав,architrave,noun,C2
асексуал,asexual,noun,C2
атеїстка,atheist,noun,C2
африканс,afrikaans,noun,C2
афінянка,athenian,noun,C2
ацетилен,acetylene,noun,C2
базграти,scrawl,verb,C2
бабисько,woman,noun,A1
бабинець,narthex,noun,C2
бабіруса,babirusa,noun,C2
бавовник,cotton,noun,C2
багамець,bahamian,noun,C2
багровий,crimson,adjective,C2
базарчик,market,noun,C2
базувати,predicate,verb,C2
базікало,gossip,noun,C2
балакуха,chatterbox,noun,C2
балясина,baluster,noun,C2
банджист,banjoist,noun,C2
бандитка,thug,noun,C2
баранець,barometz,noun,C2
барбакан,barbican,noun,C2
барбарис,barberry,noun,C2
баритися,to,verb,C2
батискаф,bathyscaphe,noun,C2
батожити,flog,verb,C2
безбожжя,atheism,noun,C2
безвусий,moustacheless,adjective,C2
безматок,hive,noun,C2
беркелій,berkelium,noun,C2
бетатрон,betatron,noun,C2
блискати,glint,verb,C2
близнята,twin,noun,C2
блистіти,glitter,verb,C2
бондарня,cooperage,noun,C2
боржниця,debtor,noun,C2
борщевий,borscht,adjective,C2
боснячка,bosnian,noun,C2
боснійка,bosnian,noun,C2
боснієць,bosnian,noun,C2
ботвиння,botvinya,noun,C2
боягузка,coward,noun,C2
брашпиль,windlass,noun,C2
братанич,fraternal,noun,C2
брендинг,branding,noun,C2
брехунка,liar,noun,C2
бригадир,brigadier,noun,C2
брильянт,diamond,noun,C2
броварня,brewery,noun,C2
бруднити,soil,verb,C2
бруслина,spindle,noun,C2
брусниця,lingonberry,noun,C2
брьохати,squelch,verb,C2
брязкало,rattle,noun,C2
бубонець,nut,noun,C2
бубоніти,mutter,verb,C2
буженина,roast,noun,C2
букмекер,bookmaker,noun,C2
бутелька,bottle,noun,C2
бухоблік,bookkeeping,noun,C2
бігунець,cream-colored,noun,C2
біднячка,beggar,noun,C2
варварка,barbarian,noun,C2
ваготіти,fall,verb,C2
вагранка,furnace,noun,C2
вадливий,harmful,adjective,C2
валитися,topple,verb,C2
валлійка,welshwoman,noun,C2
валлієць,welshman,noun,C2
вальниця,bearing,noun,C2
валяльня,fulling,noun,C2
вартовий,sentinel,noun,C2
ватерпас,level,noun,C2
ватрушка,vatrushka,noun,C2
вбогість,destitution,noun,C2
вершниця,rider,noun,C2
верблюжа,camel,noun,C2
вербунок,enlistment,noun,C2
верховод,ringleader,noun,C2
виблядок,bastard,noun,C2
вивільга,oriole,noun,C2
видимий,visible,adjective,C2
викидень,miscarriage,noun,C2
вилічити,calculate,verb,C2
вимкнено,down,adverb,C2
виправа,dowry,noun,C2
випуклий,bulbous,adjective,C2
висидіти,brood,verb,C2
висохлий,wizened,adjective,C2
вихвалка,boast,noun,C2
вибивати,emboss,verb,C2
вибірник,elector,noun,C2
вигонити,banish,verb,C2
визнаття,recognition,noun,C2
виливати,pour,verb,C2
випадок1,accident,noun,C2
висисати,to,verb,C2
висувати,submit,verb,C2
витікати,emanate,verb,C2
вклякати,kneel,verb,C2
вовкулак,werewolf,noun,C2
вогнемет,flamethrower,noun,C2
водозбір,columbine,noun,C2
володар,sovereign,noun,C2
воробець,sparrow,noun,C2
вохряний,ochre,adjective,C2
впрягати,to,verb,C2
втікачка,fugitive,noun,C2
вуджений,smoked,adjective,C2
вустриця,oyster,noun,C2
вувузела,vuvuzela,noun,C2
відблиск,gleam,noun,C2
відбитка,print,noun,C2
віддерти,to,verb,C2
війтенко,son,noun,C2
вільгота,moisture,noun,C2
вірьовка,string,noun,C2
вісімсот,eight,numeral,C2
віталізм,vitalism,noun,C2
вітиліго,vitiligo,noun,C2
гайворон,rook,noun,C2
гебраїст,hebraist,noun,C2
геймплей,gameplay,noun,C2
гемопоез,hematopoiesis,noun,C2
герметик,sealant,noun,C2
гиндичка,turkey,noun,C2
гладилка,folding-bone,noun,C2
глухнути,to,verb,C2
глухість,deafness,noun,C2
гнойовик,inkcap,noun,C2
гноїтися,fester,verb,C2
горнична,maid,noun,C2
голитися,shave,verb,C2
голубчик,dove,noun,C2
голубеня,dovelet,noun,C2
голубика,bog,noun,C2
голубник,columbarium,noun,C2
горбатий,humpback,noun,C2
горицвіт,false,noun,C2
горлоріз,thug,noun,C2
горобина,rowan,noun,C2
готовити,prepare,verb,C2
грабіжка,robbery,noun,C2
грудинка,breast,noun,C2
грястиця,cocksfoot,noun,C2
грішниця,sinner,noun,C2
гулянка,revel,noun,C2
густість,density,noun,C2
гуменник,bean,noun,C2
гурманка,gourmet,noun,C2
гущавина,thicket,noun,C2
гіркість,bitterness,noun,C2
гідроген,hydrogen,noun,C2
гіпокамп,hippocampus,noun,C2
давильця,nutcracker,noun,C2
давитися,choke,verb,C2
держално,hilt,noun,C2
дев'ясил,inula,noun,C2
девіація,deviation,noun,C2
декадент,decadent,noun,C2
декалітр,decalitre,noun,C2
деменція,dementia,noun,C2
джайнізм,jainism,noun,C2
джигнути,of,verb,C2
джойстик,joystick,noun,C2
дзенькіт,clash,noun,C2
дзижчати,buzz,verb,C2
дзюбати,peck,verb,C2
дикобраз,porcupine,noun,C2
диплодок,diplodocus,noun,C2
дияволка,she-devil,noun,C2
догадка,guess,noun,C2
договір,treaty,noun,C2
довгоніг,cranefly,noun,C2
догідний,right,adjective,C2
докоряти,upbraid,verb,C2
докторат,doctorate,noun,C2
докучати,molest,verb,C2
долілиць,from,adverb,C2
домісити,to,verb,C2
домішати,to,verb,C2
донатити,donate,verb,C2
доносити,waft,verb,C2
донощиця,informer,noun,C2
дощовиця,rainstick,noun,C2
драглайн,dragline,noun,C2
драгоман,dragoman,noun,C2
дроворуб,lumberjack,noun,C2
дроворіз,woodcutter,noun,C2
дромадер,dromedary,noun,C2
дрібняки,small,noun,A1
дрібушка,chastushka,noun,C2
дрімайло,sleepyhead,noun,C2
дуополія,duopoly,noun,C2
дєкувати,thank,verb,C2
дівчина,girl,noun,A1
діточки,children,noun,C2
дієвість,strength,noun,C2
дієцезія,diocese,noun,C2
ебеновий,made,adjective,C2
екосфера,ecosphere,noun,C2
електрум,electrum,noun,C2
емпіризм,empiricism,noun,C2
епентеза,epenthesis,noun,C2
епітелій,epithelium,noun,C2
ескапізм,escapism,noun,C2
еспандер,resistance,noun,C2
естроген,oestrogen,noun,C2
естуарій,estuary,noun,C2
етимолог,etymologist,noun,C2
етноґраф,ethnographer,noun,C2
жаб'ячий,froglike,adjective,C2
жадібно,eagerly,adverb,C2
жалувати,pity,verb,C2
жалісний,pathetic,adjective,C2
жадливий,stingy,adjective,C2
жахливий,scary,adverb,C2
жбурляти,chuck,verb,C2
жебрачка,beggar,noun,C2
женьшень,ginseng,noun,C2
жили-були,once,adverb,C2
завертка,screwdriver,noun,C2
завиток,scroll,noun,C2
закруток,knot,noun,C2
застібка,fastener,noun,C2
забагато,too,adverb,C2
зависний,envious,adjective,C2
загибати,to,verb,C2
загортка,envelope,noun,C2
задержка,delay,noun,C2
закапати,bury,verb,C2
закидати,pelt,verb,C2
заливати,suffuse,verb,C2
замовний,custom-made,adjective,C2
заміщати,displace,verb,C2
запилити,pollinate,verb,C2
запинало,veil,noun,C2
запирати,to,verb,C2
запомога,boost,noun,C2
зарослий,overgrown,adjective,C2
затихати,silence,verb,C2
захилити,to,verb,C2
захлялий,scraggy,adjective,C2
зблудити,get,verb,A1
зброярня,armoury,noun,C2
збіднити,to,verb,C2
зварення,the,noun,C2
зварювач,welder,noun,C2
звурдити,curdle,verb,C2
зграбний,dexterous,adjective,C2
згірклий,rancid,adjective,C2
здирачка,scammer,noun,C2
здихнути,sigh,verb,C2
здоровля,ya,noun,C2
зеленина,greens,noun,C2
земледух,mole,noun,C2
землепис,geography,noun,C2
зигзагом,in,adverb,C2
зимовий,wintry,adjective,C2
зичливий,benevolent,adjective,C2
зиґзаґом,in,adverb,C2
зливання,merger,noun,C2
зловжити,abuse,verb,C2
зловіщий,ominous,adjective,C2
зляканий,scared,adjective,C2
злягтися,copulate,verb,C2
змовниця,plotter,noun,C2
змокнути,become,verb,C2
змінений,modified,adjective,C2
зміщення,upheaval,noun,C2
змійовик,serpentine,noun,C2
зміястий,snakelike,adjective,C2
знарошна,deliberately,adverb,C2
знарошне,deliberately,adverb,C2
знамено,flag,noun,C2
значущий,meaningful,adjective,C2
знесення,demolition,noun,C2
знесилля,exhaustion,noun,C2
зникання,evanescence,noun,C2
зоологія,zoology,noun,C2
зрадниця,traitor,noun,C2
зрушення,upheaval,noun,C2
зрівняти,equalize,verb,C2
зубенята,teeth,noun,C2
зубрівка,zubrowka,noun,C2
зчорніти,blacken,verb,C2
зюйд-ост,southeast,noun,C2
зібраний,poised,adjective,C2
йорданка,jordanian,noun,C2
каркання,caw,noun,C2
кабестан,capstan,noun,C2
кавунчик,watermelon,noun,C2
кавувати,to,verb,C2
кавунець,watermelon,noun,C2
кавунище,watermelon,noun,C2
каганець,oil,noun,C2
казкарка,storyteller,noun,C2
кайданки,manacle,noun,C2
камчадал,kamchadal,noun,C2
канелюра,flute,noun,C2
капарити,bungle,verb,C2
капелюха,hat,noun,C2
капучино,cappuccino,noun,C2
карамель,caramel,noun,C2
караїмка,member,noun,C2
кардинал,cardinal,noun,C2
касувати,abolish,verb,C2
катакана,katakana,noun,C2
катафалк,hearse,noun,C2
кахексія,cachexia,noun,C2
качатина,duck,noun,C2
качатися,rock,verb,C2
квакання,croak,noun,C2
кермовий,helm,adjective,C2
керуючий,manager,noun,C2
кидатися,scoot,verb,C2
киргизка,kyrgyz,noun,C2
китаянка,person,noun,C2
клаксон,horn,noun,C2
клинопис,cuneiform,noun,C2
книжниця,bookworm,noun,C2
князенко,prince,noun,C2
князівна,princess,noun,C2
копчений,smoked,adjective,C2
користь,benefit,noun,C2
ковальня,forge,noun,C2
ковзаняр,skater,noun,C2
ковролін,fitted,noun,C2
кокошник,kokoshnik,noun,C2
колотися,tingle,verb,C2
коляндра,coriander,noun,C2
комуняка,commie,noun,C2
конопляр,linnet,noun,C2
консерва,tin,noun,C2
копатися,delve,verb,C2
копистка,wooden,noun,C2
копитник,asarabacca,noun,C2
копитняк,asarabacca,noun,C2
кореянка,korean,noun,C2
коркотяг,corkscrew,noun,C2
корнішон,gherkin,noun,C2
коріандр,coriander,noun,C2
корінний,synonym,noun,C2
костриця,fescue,noun,C2
котитися,trundle,verb,C2
кочівний,nomadic,adjective,C2
кошерний,kosher,adjective,C2
кошеніль,cochineal,noun,C2
кошлатий,shaggy,adjective,C2
крайнебо,horizon,noun,C2
кремсати,to,verb,C2
кредитка,credit,noun,C2
кремація,cremation,noun,C2
кретинка,cretin,noun,C2
крильце,winglet,noun,C2
крилатка,samara,noun,C2
кровотік,blood,noun,C2
кросворд,crossword,noun,C2
кросовер,crossover,noun,C2
кружляти,circle,verb,C2
крякання,caw,noun,C2
крякнути,caw,verb,C2
ксилофон,xylophone,noun,C2
кубинець,cuban,noun,C2
кудлатий,shaggy,adjective,C2
кульгати,hobble,verb,C2
курултай,kurultai,noun,C2
кутикула,cuticle,noun,C2
кіновар,cinnabar,noun,C2
кіптява,soot,noun,C2
кітвиця,anchor,noun,C2
кітчевий,kitschy,adjective,C2
кінескоп,kinescope,noun,C2
кірказон,birthwort,noun,C2
кістяний,osseous,adjective,C2
лаймовий,lime,adjective,C2
ламкість,fragility,noun,C2
лабрадор,labradorite,noun,C2
лазничка,building,noun,C2
лазурний,blue-colored,adjective,C2
ламантин,manatee,noun,C2
лаоський,of,adjective,C2
ластів'я,swallow,noun,C2
латвійка,latvian,noun,C2
латунний,brass,adjective,C2
лепетуха,chatterbox,noun,C2
лесбійка,homosexual,noun,C2
липкість,tenacity,noun,C2
листянка,follicle,noun,C2
лихварка,usurer,noun,C2
лицьовий,obverse,adjective,C2
лондонка,londoner,noun,C2
логаритм,logarithm,noun,C2
логарифм,logarithm,noun,C2
луковиця,onion,noun,C2
лущитися,slough,verb,C2
лушпайка,shell,noun,C2
люблячий,fond,adjective,C2
любисток,lovage,noun,C2
лікерний,liqueur,adjective,C2
лінивець,sloth,noun,C2
м'якшити,palatalize,verb,C2
малярка,artist,noun,C2
маточник,lemon,noun,C2
мавпиний,simian,adjective,C2
магнезит,magnesite,noun,C2
мадригал,madrigal,noun,C2
мадяризм,hungarianism,noun,C2
мамалиґа,mamaliga,noun,C2
манометр,manometer,noun,C2
маніячка,maniac,noun,C2
маркетрі,marquetry,noun,C2
мармелад,jam,noun,C2
мартишка,guenon,noun,C2
маршалок,marshal,noun,C2
маслянка,traditional,noun,C2
машталір,coach,noun,C2
медовуха,mead,noun,C2
медіація,mediation,noun,C2
мертвець,corpse,noun,C2
метелиця,snowstorm,noun,C2
методизм,methodism,noun,C2
метроном,metronome,noun,C2
метіонін,methionine,noun,C2
механіст,mechanist,noun,C2
мильниця,soap,noun,C2
мобілізм,continental,noun,C2
мовлянин,speaker,noun,C2
молозиво,colostrum,noun,C2
мольберт,easel,noun,C2
молібден,molybdenum,noun,C2
монголка,mongolian,noun,C2
морквиця,carrot,noun,C2
мотокрос,motocross,noun,C2
мохастий,mossy,adjective,C2
мошистий,mossy,adjective,C2
мутність,turbidity,noun,C2
мурахоїд,anteater,noun,C2
мушкетон,blunderbuss,noun,C2
муштарда,mustard,noun,C2
міжріччя,interfluve,noun,C2
мікробус,minibus,noun,C2
мінчанка,minsker,noun,C2
мітичний,mythical,adjective,C2
наморозь,rime,noun,C2
напасть,bane,noun,C2
навислий,impending,adjective,C2
навтилус,nautilus,noun,C2
надання,granting,noun,C2
надкрило,elytron,noun,C2
надмор'я,beach,noun,C2
надушити,to,verb,C2
називний,nominative,adjective,C2
назирати,observe,verb,C2
найгірше,in,adverb,C2
найменше,least,adverb,C2
налисник,pancake,noun,C2
намилити,to,verb,C2
намокати,get,verb,A1
намотати,coil,verb,C2
напахати,to,verb,C2
напівбог,demigod,noun,C2
населити,populate,verb,C2
натуризм,naturism,noun,C2
наутилус,nautilus,noun,C2
нацистка,member,noun,C2
наїзниця,rider,noun,C2
неуцький,ignorant,adjective,C2
небритий,unshaven,adjective,C2
невзутий,barefoot,adjective,C2
невигода,inconvenience,noun,C2
невірний,unfaithful,noun,C2
незнайко,ignoramus,noun,C2
нематода,nematode,noun,C2
немодний,dowdy,adjective,C2
ненажера,gourmand,noun,C2
непрямий,devious,adjective,C2
нептуній,neptunium,noun,C2
нерішуче,tentatively,adverb,C2
несмілий,shy,adjective,C2
неспілий,unripe,adjective,C2
несталий,fickle,adjective,C2
нечуйний,insensitive,adjective,C2
неясний,unclear,adjective,C2
нищитель,destroyer,noun,C2
новеліст,novelist,noun,C2
новомова,newspeak,noun,C2
норвежка,norwegian,noun,C2
носитель,carrier,noun,C2
нігілізм,nihilism,noun,C2
німецька,the,noun,C2
нічліжка,hostel,noun,C2
оббирати,peel,verb,C2
обережно,take,verb,A1
обертати,turn,verb,C2
облесник,flatterer,noun,C2
облишати,give,verb,A1
облягати,beset,verb,C2
обманщик,someone,noun,C2
обмілина,beach,noun,C2
обрядний,ritual,adjective,C2
обтічний,streamlined,adjective,C2
обхопити,fathom,verb,C2
обчищати,peel,verb,C2
обширний,extensive,adjective,C2
обідрати,to,verb,C2
овертайм,overtime,noun,C2
огледіти,examine,verb,C2
оглушати,deafen,verb,C2
оглушити,deafen,verb,C2
оглядіти,examine,verb,C2
оддячити,alternative,verb,C2
одеколон,cologne,noun,C2
однохідь,pace,noun,C2
октильйон,octillion,numeral,C2
оленятко,fawn,noun,C2
оновляти,renew,verb,C2
оп'яніти,get,verb,A1
оповісти,to,verb,C2
ополоник,ladle,noun,C2
ораторія,oratorio,noun,C2
органела,organelle,noun,C2
органоїд,organelle,noun,C2
оркостан,russia,noun,C2
ортоепія,orthoepy,noun,C2
орфоепія,orthoepy,noun,C2
осетрина,sturgeon,noun,C2
оскільки,as,adverb,C2
оснувати,found,verb,C2
особливе,apart,adverb,C2
остигати,cool,verb,C2
остружок,swarf,noun,C2
осяйний,radiant,adjective,C2
отецький,paternal,adjective,C2
отологія,otology,noun,C2
отрутник,poisoner,noun,C2
отруювач,poisoner,noun,C2
офензива,offensive,noun,C2
охмеліти,get,verb,A1
оцвітина,perianth,noun,C2
ошуканка,scammer,noun,C2
пагорбок,hillock,noun,C2
паросток,burgeon,noun,C2
пасічник,beekeeper,noun,C2
падолист,november,noun,C2
паливода,daredevil,noun,C2
панголін,pangolin,noun,C2
пантеїзм,pantheism,noun,C2
пантофля,slipper,noun,C2
папараці,paparazzo,noun,C2
папіроса,cigarette,noun,C2
парабола,parabola,noun,C2
парасоль,parasol,noun,C2
парусина,duck,noun,C2
паршивка,scoundrel,noun,C2
пательня,skillet,noun,C2
патлатий,shaggy,adjective,C2
патронім,patronymic,noun,C2
пацифіст,pacifist,noun,C2
пестити,caress,verb,C2
пегматит,pegmatite,noun,C2
педераст,practitioner,noun,C2
пекінець,beijinger,noun,C2
пеленати,swaddle,verb,C2
пельмені,pelmeni,noun,C2
перев'яз,sash,noun,C2
переверт,somersault,noun,C2
переклик,roll,noun,C2
передова,front,noun,C2
перемови,talk,noun,C2
переїсти,overeat,verb,C2
перистий,feathery,adjective,C2
пернатий,feathery,adjective,C2
перцевий,pepper,adjective,C2
перцівка,horilka,noun,C2
петелька,buttonhole,noun,C2
печериця,champignon,noun,C2
пилосмок,vacuum,noun,C2
писанкар,an,noun,C2
пихливий,arrogant,adjective,C2
пиятика,binge,noun,C2
плавчиня,swimmer,noun,C2
плаксуня,crybaby,noun,C2
плаксуха,crybaby,noun,C2
платниця,payer,noun,C2
плеоназм,pleonasm,noun,C2
плечовий,humeral,adjective,C2
полюсний,polar,adjective,C2
помилка,mistake,noun,C2
поперек,small,noun,A1
постіль,bed,noun,A1
похорони,funeral,noun,C2
повинний,must,adjective,C2
повитиця,dodder,noun,C2
повозити,carry,verb,C2
поганець,scoundrel,noun,C2
погинути,perish,verb,C2
погонець,driver,noun,C2
поженити,marry,verb,C2
позавтра,on,adverb,C2
поземний,horizontal,adjective,C2
позивач,plaintiff,noun,C2
позитрон,positron,noun,C2
позолота,gilt,noun,C2
поколоти,tingle,verb,C2
покоївка,maid,noun,C2
покривка,veil,noun,C2
покуняти,to,verb,C2
поливати,to,verb,C2
полявина,glade,noun,C2
помазати,anoint,verb,C2
помаранч,orange,noun,C2
поражати,defeat,verb,C2
порослий,overgrown,adjective,C2
порошний,dusty,adjective,C2
портвейн,port,noun,C2
поселяти,to,verb,C2
посильна,messenger,noun,C2
постилка,litter,noun,C2
потертий,threadbare,adjective,C2
поточина,brook,noun,C2
потороча,scarecrow,noun,C2
потурати,condone,verb,C2
потягати,pull,verb,C2
поштивий,honorable,adjective,C2
поясняти,explain,verb,C2
правнуча,great-grandchild,noun,C2
пражанка,praguer,noun,C2
предикат,predicate,noun,C2
преріаль,prairial,noun,C2
пригород,suburb,noun,C2
присудок,predicate,noun,C2
привиддя,vision,noun,C2
припадок,fit,noun,C2
прищіпка,clothes,noun,C2
проблиск,gleam,noun,C2
простий,simple,adjective,C2
прозеліт,proselyte,noun,C2
прокльон,imprecation,noun,C2
прометій,promethium,noun,C2
пропелер,screw,noun,C2
проспект,avenue,noun,C2
прохожий,passer-by,noun,C2
прочухан,comeuppance,noun,C2
проєктор,projector,noun,C2
проєкція,projection,noun,C2
пружинка,balance,noun,C2
пряслице,distaff,noun,C2
пуп'янок,burgeon,noun,C2
пугукати,hoot,verb,C2
пупковий,of,adjective,C2
путінізм,putinism,noun,C2
пхикання,whimper,noun,C2
піхвовий,vaginal,adjective,C2
підгорля,breastplate,noun,C2
піддашок,eaves,noun,C2
підкапок,bonnet,noun,C2
підлегла,inferior,noun,C2
підливка,gravy,noun,C2
підперти,prop,verb,C2
підсідка,ambush,noun,C2
підчаший,cupbearer,noun,C2
підшийок,breastplate,noun,C2
піонерка,pioneer,noun,C2
рапсодія,rhapsody,noun,C2
расистка,racist,noun,C2
реквізит,property,noun,C2
ремиґати,ruminate,verb,C2
римлянка,roman,noun,C2
рисувати,draw,verb,C2
родитель,parent,noun,C2
роздерти,tear,verb,C2
роззутий,unshod,adjective,C2
розкутий,licentious,adjective,C2
розпуста,debauchery,noun,C2
розривка,entertainment,noun,C2
росомаха,wolverine,noun,C2
рубіжний,frontier,noun,C2
рукоятка,hilt,noun,C2
рульовий,helm,adjective,C2
